0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000096e-04 -1.881171506858679801e-05 -1.875763598976417368e-01
4.000000000000000192e-04 -7.481563937415174829e-05 -3.719291385705500441e-01
6.000000000000000559e-04 -1.673712719410503605e-04 -5.531004264559523653e-01
8.000000000000000383e-04 -2.958464925276068605e-04 -7.311319404563079161e-01
1.000000000000000021e-03 -4.596174869191603203e-04 -9.060650239393063243e-01
1.200000000000000112e-03 -6.580686722211109580e-04 -1.077940646737869601e+00
1.399999999999999986e-03 -8.905926221519665014e-04 -1.246799405150150086e+00
1.600000000000000077e-03 -1.156589992336388376e-03 -1.412681521939532336e+00
1.799999999999999951e-03 -1.455469445598237812e-03 -1.575626846334632125e+00
2.000000000000000042e-03 -1.786647577253622655e-03 -1.735674854029295222e+00
2.200000000000000133e-03 -2.149548840403942875e-03 -1.892864647182600502e+00
2.400000000000000223e-03 -2.543605471228936512e-03 -2.047234954418856390e+00
2.600000000000000314e-03 -2.968257414279729198e-03 -2.198824130827605305e+00
2.799999999999999972e-03 -3.422952247771873704e-03 -2.347670157963618109e+00
3.000000000000000062e-03 -3.907145108878404445e-03 -2.493810643846897879e+00
3.200000000000000153e-03 -4.420298619022877684e-03 -2.637282822962680129e+00
3.399999999999999811e-03 -4.961882809172418231e-03 -2.778123556261430149e+00
3.599999999999999901e-03 -5.531375045130770482e-03 -2.916369331158845668e+00
3.799999999999999992e-03 -6.128259952831340354e-03 -3.052056261535854631e+00
4.000000000000000083e-03 -6.752029343630241119e-03 -3.185220087738617423e+00
4.199999999999999740e-03 -7.402182139599340974e-03 -3.315896176578525534e+00
4.400000000000000265e-03 -8.078224298819311477e-03 -3.444119521332200673e+00
4.599999999999999922e-03 -8.779668740672673388e-03 -3.569924741741497876e+00
4.800000000000000447e-03 -9.506035271136836426e-03 -3.693346084013502395e+00
5.000000000000000104e-03 -1.025685050807715291e-02 -3.814417420820528370e+00
5.200000000000000629e-03 -1.103164780653996362e-02 -3.933172251300126376e+00
5.399999999999999419e-03 -1.182996718404563663e-02 -4.049643701055073208e+00
5.599999999999999943e-03 -1.265135524588162537e-02 -4.163864522153381209e+00
5.799999999999999600e-03 -1.349536511039550572e-02 -4.275867093128291607e+00
6.000000000000000125e-03 -1.436155633428802536e-02 -4.385683418978276293e+00
6.199999999999999782e-03 -1.524949483790614610e-02 -4.493345131167041373e+00
6.400000000000000307e-03 -1.615875283053610015e-02 -4.598883487623520949e+00
